question,language,domain,difficulty
三相变压器的三相磁路不对称，正常情况下，三相空载励磁电流不相等，三相芯柱中的磁通量为,Chinese,electrical_engineering,hard
在公关调查中，对于了解某些历史性问题的一种常用的行之有效的方法是,Chinese,public_relations,hard
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,English,conceptual_physics,hard
Recent research with stone tool replication and brain imaging suggests the following hypothesis:,English,prehistory,hard
柏拉图高度强调国家对教育的重视，高度评价教育在人的塑造中的作用，将算术、几何、天文、音乐列入教学科目，这四门课程是西欧中世纪()的教育内容之一..,Chinese,college_education,hard
Which of the following candies is traditionally fruit flavored?,English,miscellaneous,hard
"A student at a private university sued the university in fed-eral court for negligence after he fell from scaffolding in a university-owned theater building. At trial, after briefing from both parties, the court permitted the jury to hear testimony that there had been several previous accidents in the same building. The jury found for the student, and the university appealed. One of the university's arguments on appeal is that the testimony about the previous accidents should have been excluded as irrelevant and highly prejudicial. Which standard of review applies to this argument?",English,professional_law,hard
法的规范作用与社会作用之间具有,Chinese,jurisprudence,hard
阀控式密封免维护铅酸蓄电池浮充电应采用,Chinese,electrical_engineering,hard
"对于k折交叉验证, 以下对k的说法正确的是",Chinese,machine_learning,hard
在传播学研究中，正式调查所采用的抽样形式一般都是,Chinese,journalism,hard
Suppose the angular separation of two stars is smaller than the angular resolution of your eyes. How will the stars appear to your eyes?,English,astronomy,hard
The legislative branch of the United States government has the power to ________ the law.,English,jurisprudence,hard
某法院公布失信被执行人名单，以督促其履行义务。不少失信人在得知姓名被公布后迫于“面子”和舆论压力，找到法院配合执行。对此，下列表述正确的是,Chinese,jurisprudence,hard
下列关于做直线运动的物体的加速度描述中，正确的是,Chinese,conceptual_physics,hard
国际组织的最高权力机关一般称为,Chinese,international_law,hard
"When the Spanish explorer Hernando de Soto crossed a portion of the North American continent, his expedition encountered direct descendants of which people?",English,prehistory,hard
In what ways may weak states be challenged externally?,English,security_studies,hard
关于采用电抗器降压启动，以下叙述不正确的是,Chinese,electrical_engineering,hard
"Which of the following statements are true concerning a triangular or recursive system?

i) The parameters can be validly estimated using separate applications of OLS to

each equation


ii) The independent variables may be correlated with the error terms in other

equations


iii) An application of 2SLS would lead to unbiased but inefficient parameter estimates


iv) The independent variables may be correlated with the error terms in the equations

in which they appear as independent variables",English,econometrics,hard
Before being reelected for a third term as president how many Americans approved of running a third time?,English,global_facts,hard
A homeotic mutation is one which,English,medical_genetics,hard
Why might the 'Philadelphian System' be linked to the idea of American exceptionalism?,English,us_foreign_policy,hard
Why did Ptolemy have the planets orbiting Earth on ‘circles upon circles’ in his model of the universe?,English,astronomy,hard
某班教师为了激发和保持学生学习的积极性，除了学校定期组织的考试外，还经常组织班内学生进行小组学习竞赛活动，并公开排名。结果如教师所料，学生的学习积极性得到显著提高，成绩得到很大改进，但没有想到的是，学生之间相互猜忌、隐瞒学习资料的现象日趋严重。该现象体现了教育 (),Chinese,college_education,hard
“樱桃好吃树难栽，不下功夫花不开。”理想是美好的，令人向往的，但理想不能自动实现。把理想变为现实的根本途径是,Chinese,legal_and_moral_basis,hard
描述的机器发生故障的次数，采用什么分布更合适? ,Chinese,machine_learning,hard
中国特色社会主义共同理想与共产主义远大理想有着内在的关系，它们是,Chinese,legal_and_moral_basis,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left from the prison without checking out. Scenario 2 | I consider model building to be a serious hobby.",English,moral_scenarios,hard
